source_row_id,brand,source_description,unit,model_from_implementation_a,model_from_implementation_b,family_from_a,family_from_b,identity_key_a,identity_key_b,classification_a,classification_b,pack_id_a,pack_id_b,product_id_a,product_id_b,price_a,price_b,discrepancy_type,recommended_resolution,evidence
1320,Westinghouse,- WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC,EACH,WVE916SC,WVE916SC,ovens,ovens,brand-model:westinghouse:wve916sc,westinghouse::wve916sc,component,component,product:appliances:appliance-packs:westinghouse:1317,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:westinghouse:wve916sc,product:appliances:ovens:westinghouse:wve916sc,1999,1999,none,No change required.,
1321,Westinghouse,- WESTINGHOUSE 90CM INDUCTION COOKTOP WHI955BD,EACH,WHI955BD,WHI955BD,cooktops,cooktops,brand-model:westinghouse:whi955bd,westinghouse::whi955bd,component,component,product:appliances:appliance-packs:westinghouse:1317,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:westinghouse:whi955bd,product:appliances:cooktops:westinghouse:whi955bd,1799,1799,none,No change required.,
1322,Westinghouse,- WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB,EACH,WRI930SB,WRI930SB,rangehoods,rangehoods,brand-model:westinghouse:wri930sb,westinghouse::wri930sb,component,component,product:appliances:appliance-packs:westinghouse:1317,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:wri930sb,product:appliances:rangehoods:westinghouse:wri930sb,599,599,none,No change required.,
1323,Westinghouse,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,WSF6606X,WSF6606X,dishwashers,dishwashers,brand-model:westinghouse:wsf6606x,westinghouse::wsf6606x,component,component,product:appliances:appliance-packs:westinghouse:1317,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:westinghouse:wsf6606x,product:appliances:dishwashers:westinghouse:wsf6606x,799,799,none,No change required.,
1324,Westinghouse,WESTINGHOUSE PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:westinghouse:1324,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,,,5196,5196,none,No change required.,dimension token present; not a model ID
1325,Westinghouse,- WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC,EACH,WVE916SC,WVE916SC,ovens,ovens,brand-model:westinghouse:wve916sc,westinghouse::wve916sc,component,component,product:appliances:appliance-packs:westinghouse:1324,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:ovens:westinghouse:wve916sc,product:appliances:ovens:westinghouse:wve916sc,1999,1999,none,No change required.,
1326,Westinghouse,- WESTINGHOUSE 90CM GAS COOKTOP WHG958SC,EACH,WHG958SC,WHG958SC,cooktops,cooktops,brand-model:westinghouse:whg958sc,westinghouse::whg958sc,component,component,product:appliances:appliance-packs:westinghouse:1324,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:cooktops:westinghouse:whg958sc,product:appliances:cooktops:westinghouse:whg958sc,1099,1099,none,No change required.,
1327,Westinghouse,- WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB,EACH,WRI930SB,WRI930SB,rangehoods,rangehoods,brand-model:westinghouse:wri930sb,westinghouse::wri930sb,component,component,product:appliances:appliance-packs:westinghouse:1324,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:wri930sb,product:appliances:rangehoods:westinghouse:wri930sb,599,599,none,No change required.,
1328,Westinghouse,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,WSF6606X,WSF6606X,dishwashers,dishwashers,brand-model:westinghouse:wsf6606x,westinghouse::wsf6606x,component,component,product:appliances:appliance-packs:westinghouse:1324,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:westinghouse:wsf6606x,product:appliances:dishwashers:westinghouse:wsf6606x,799,799,none,No change required.,
1329,Westinghouse,WESTINGHOUSE PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:westinghouse:1329,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,,,4496,4496,none,No change required.,dimension token present; not a model ID
1330,Westinghouse,- WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD,EACH,WFE9515SD,WFE9515SD,freestanding-cookers,freestanding-cookers,brand-model:westinghouse:wfe9515sd,westinghouse::wfe9515sd,component,component,product:appliances:appliance-packs:westinghouse:1329,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:freestanding-cookers:westinghouse:wfe9515sd,product:appliances:freestanding-cookers:westinghouse:wfe9515sd,1444,1444,none,No change required.,
1331,Westinghouse,- WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,EACH,WRC914SD,WRC914SD,rangehoods,rangehoods,brand-model:westinghouse:wrc914sd,westinghouse::wrc914sd,component,component,product:appliances:appliance-packs:westinghouse:1329,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:wrc914sd,product:appliances:rangehoods:westinghouse:wrc914sd,599,599,none,No change required.,
1332,Westinghouse,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,WSF6606X,WSF6606X,dishwashers,dishwashers,brand-model:westinghouse:wsf6606x,westinghouse::wsf6606x,component,component,product:appliances:appliance-packs:westinghouse:1329,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:westinghouse:wsf6606x,product:appliances:dishwashers:westinghouse:wsf6606x,799,799,none,No change required.,
1333,Westinghouse,WESTINGHOUSE PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:westinghouse:1333,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,,,2842,2842,none,No change required.,dimension token present; not a model ID
1334,Westinghouse,- WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD,EACH,WFE9515SD,WFE9515SD,freestanding-cookers,freestanding-cookers,brand-model:westinghouse:wfe9515sd,westinghouse::wfe9515sd,component,component,product:appliances:appliance-packs:westinghouse:1333,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:freestanding-cookers:westinghouse:wfe9515sd,product:appliances:freestanding-cookers:westinghouse:wfe9515sd,1444,1444,none,No change required.,
1335,Westinghouse,- WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,EACH,WRF910WA,WRF910WA,rangehoods,rangehoods,brand-model:westinghouse:wrf910wa,westinghouse::wrf910wa,component,component,product:appliances:appliance-packs:westinghouse:1333,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:wrf910wa,product:appliances:rangehoods:westinghouse:wrf910wa,298,298,none,No change required.,
1336,Westinghouse,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,WSF6606X,WSF6606X,dishwashers,dishwashers,brand-model:westinghouse:wsf6606x,westinghouse::wsf6606x,component,component,product:appliances:appliance-packs:westinghouse:1333,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:dishwashers:westinghouse:wsf6606x,product:appliances:dishwashers:westinghouse:wsf6606x,799,799,none,No change required.,
1337,Westinghouse,WESTINGHOUSE PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack:pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:westinghouse:1337,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,,,2541,2541,none,No change required.,dimension token present; not a model ID
1338,Westinghouse,WESTINGHOUSE 900MM CANOPY RANGEHOOD OPTION - WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,EACH,OPTION - WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,WRC914SD,rangehoods,rangehoods,brand-model:westinghouse:option-westinghouse-90cm-canopy-rangehood-wrc914sd,westinghouse::wrc914sd,component,component,product:appliances:appliance-packs:westinghouse:1337,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:option-westinghouse-90cm-canopy-rangehood-wrc914sd,product:appliances:rangehoods:westinghouse:wrc914sd,599,599,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD vs WRC914SD; product IDs differ under old versus canonical identity
1339,Westinghouse,WESTINGHOUSE 900MM UNDER CUPBOARD RANGEHOOD OPTION - WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,EACH,OPTION - WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,WRF910WA,rangehoods,rangehoods,brand-model:westinghouse:option-westinghouse-90cm-fixed-rangehood-wrf910wa,westinghouse::wrf910wa,component,component,product:appliances:appliance-packs:westinghouse:1337,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:option-westinghouse-90cm-fixed-rangehood-wrf910wa,product:appliances:rangehoods:westinghouse:wrf910wa,298,298,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA vs WRF910WA; product IDs differ under old versus canonical identity
1340,Westinghouse,WESTINGHOUSE DISHWASHER OPTION - WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,OPTION - WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,WSF6606X,dishwashers,dishwashers,brand-model:westinghouse:option-westinghouse-60cm-freestanding-dishwasher-wsf6606x,westinghouse::wsf6606x,component,component,product:appliances:appliance-packs:westinghouse:1337,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:dishwashers:westinghouse:option-westinghouse-60cm-freestanding-dishwasher-wsf6606x,product:appliances:dishwashers:westinghouse:wsf6606x,799,799,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; models differ: OPTION - WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X vs WSF6606X; product IDs differ under old versus canonical identity
1341,Smeg,- SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX,EACH,SF64M3TVX,SF64M3TVX,ovens,ovens,brand-model:smeg:sf64m3tvx,smeg::sf64m3tvx,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:smeg:sf64m3tvx,product:appliances:ovens:smeg:sf64m3tvx,1299,1299,none,No change required.,
1342,Smeg,- SMEG 60CM INDUCTION COOKTOP SI2641D,EACH,SI2641D,SI2641D,cooktops,cooktops,brand-model:smeg:si2641d,smeg::si2641d,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:smeg:si2641d,product:appliances:cooktops:smeg:si2641d,1299,1299,none,No change required.,
1343,Smeg,- SMEG 60CM SLIDEOUT RANGEHOOD STH600X,EACH,STH600X,STH600X,rangehoods,rangehoods,brand-model:smeg:sth600x,smeg::sth600x,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:smeg:sth600x,product:appliances:rangehoods:smeg:sth600x,899,899,none,No change required.,
1344,Smeg,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,DWAU6315X3,DWAU6315X3,dishwashers,dishwashers,brand-model:smeg:dwau6315x3,smeg::dwau6315x3,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:smeg:dwau6315x3,product:appliances:dishwashers:smeg:dwau6315x3,1599,1599,none,No change required.,
1345,Smeg,SMEG PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack:pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,,,5096,5096,none,No change required.,dimension token present; not a model ID
1346,Smeg,- SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX,EACH,SF64M3TVX,SF64M3TVX,ovens,ovens,brand-model:smeg:sf64m3tvx,smeg::sf64m3tvx,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:smeg:sf64m3tvx,product:appliances:ovens:smeg:sf64m3tvx,1299,1299,none,No change required.,
1347,Smeg,- SMEG 60CM GAS COOKTOP PGA64,EACH,PGA64,PGA64,cooktops,cooktops,brand-model:smeg:pga64,smeg::pga64,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:smeg:pga64,product:appliances:cooktops:smeg:pga64,1199,1199,none,No change required.,
1348,Smeg,- SMEG 60CM SLIDEOUT RANGEHOOD STH600X,EACH,STH600X,STH600X,rangehoods,rangehoods,brand-model:smeg:sth600x,smeg::sth600x,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:smeg:sth600x,product:appliances:rangehoods:smeg:sth600x,899,899,none,No change required.,
1349,Smeg,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,DWAU6315X3,DWAU6315X3,dishwashers,dishwashers,brand-model:smeg:dwau6315x3,smeg::dwau6315x3,component,component,product:appliances:appliance-packs:smeg:1345,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:smeg:dwau6315x3,product:appliances:dishwashers:smeg:dwau6315x3,1599,1599,none,No change required.,
1350,Smeg,SMEG PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,pack:pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:smeg:1350,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,,,4996,4996,none,No change required.,dimension token present; not a model ID
1351,Smeg,SMEG 600MM CANOPY RANGEHOOD OPTION - SMEG 60CM WALLMOUNT CANOPY RANGEHOOD SHW610X1,EACH,OPTION - SMEG 60CM WALLMOUNT CANOPY RANGEHOOD SHW610X1,SHW610X1,rangehoods,rangehoods,brand-model:smeg:option-smeg-60cm-wallmount-canopy-rangehood-shw610x1,smeg::shw610x1,component,component,product:appliances:appliance-packs:smeg:1350,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:smeg:option-smeg-60cm-wallmount-canopy-rangehood-shw610x1,product:appliances:rangehoods:smeg:shw610x1,788,788,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - SMEG 60CM WALLMOUNT CANOPY RANGEHOOD SHW610X1 vs SHW610X1; product IDs differ under old versus canonical identity
1352,Smeg,SMEG 600MM UNDER CUPBOARD RANGEHOOD OPTION - SMEG 60CM UNDERMOUNT RANGEHOOD PUM601X,EACH,OPTION - SMEG 60CM UNDERMOUNT RANGEHOOD PUM601X,PUM601X,rangehoods,rangehoods,brand-model:smeg:option-smeg-60cm-undermount-rangehood-pum601x,smeg::pum601x,component,component,product:appliances:appliance-packs:smeg:1350,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:smeg:option-smeg-60cm-undermount-rangehood-pum601x,product:appliances:rangehoods:smeg:pum601x,999,999,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - SMEG 60CM UNDERMOUNT RANGEHOOD PUM601X vs PUM601X; product IDs differ under old versus canonical identity
1353,Smeg,- SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1,EACH,SFPA9395X1,SFPA9395X1,ovens,ovens,brand-model:smeg:sfpa9395x1,smeg::sfpa9395x1,component,component,product:appliances:appliance-packs:smeg:1350,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:smeg:sfpa9395x1,product:appliances:ovens:smeg:sfpa9395x1,3999,3999,none,No change required.,
1354,Smeg,- SMEG 90CM INDUCTION COOKTOP SAI4954D,EACH,SAI4954D,SAI4954D,cooktops,cooktops,brand-model:smeg:sai4954d,smeg::sai4954d,component,component,product:appliances:appliance-packs:smeg:1350,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:smeg:sai4954d,product:appliances:cooktops:smeg:sai4954d,3299,3299,none,No change required.,
1355,Smeg,- SMEG 90CM SLIDEOUT RANGEHOOD STH900X,EACH,STH900X,STH900X,rangehoods,rangehoods,brand-model:smeg:sth900x,smeg::sth900x,component,component,product:appliances:appliance-packs:smeg:1350,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:smeg:sth900x,product:appliances:rangehoods:smeg:sth900x,1199,1199,none,No change required.,
1356,Smeg,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,DWAU6315X3,DWAU6315X3,dishwashers,dishwashers,brand-model:smeg:dwau6315x3,smeg::dwau6315x3,component,component,product:appliances:appliance-packs:smeg:1350,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:smeg:dwau6315x3,product:appliances:dishwashers:smeg:dwau6315x3,1599,1599,none,No change required.,
1357,Smeg,SMEG PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:smeg:1357,pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,,,10096,10096,none,No change required.,dimension token present; not a model ID
1358,Smeg,- SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1,EACH,SFPA9395X1,SFPA9395X1,ovens,ovens,brand-model:smeg:sfpa9395x1,smeg::sfpa9395x1,component,component,product:appliances:appliance-packs:smeg:1357,pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:ovens:smeg:sfpa9395x1,product:appliances:ovens:smeg:sfpa9395x1,3999,3999,none,No change required.,
1359,Smeg,- SMEG 90CM GAS COOKTOP PGA95,EACH,PGA95,PGA95,cooktops,cooktops,brand-model:smeg:pga95,smeg::pga95,component,component,product:appliances:appliance-packs:smeg:1357,pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:cooktops:smeg:pga95,product:appliances:cooktops:smeg:pga95,1999,1999,none,No change required.,
1360,Smeg,- SMEG 90CM SLIDEOUT RANGEHOOD STH900X,EACH,STH900X,STH900X,rangehoods,rangehoods,brand-model:smeg:sth900x,smeg::sth900x,component,component,product:appliances:appliance-packs:smeg:1357,pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:rangehoods:smeg:sth900x,product:appliances:rangehoods:smeg:sth900x,1199,1199,none,No change required.,
1361,Smeg,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,DWAU6315X3,DWAU6315X3,dishwashers,dishwashers,brand-model:smeg:dwau6315x3,smeg::dwau6315x3,component,component,product:appliances:appliance-packs:smeg:1357,pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:smeg:dwau6315x3,product:appliances:dishwashers:smeg:dwau6315x3,1599,1599,none,No change required.,
1362,Smeg,SMEG PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:smeg:smeg-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:smeg:smeg-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:smeg:1362,pack:appliances:smeg:smeg-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,,,8796,8796,none,No change required.,dimension token present; not a model ID
1363,Smeg,- SMEG 90CM DUAL FUEL FREESTANDING COOKER FS9606AS-1,EACH,FS9606AS-1,FS9606AS-1,freestanding-cookers,freestanding-cookers,brand-model:smeg:fs9606as-1,smeg::fs9606as-1,component,component,product:appliances:appliance-packs:smeg:1362,pack:appliances:smeg:smeg-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:freestanding-cookers:smeg:fs9606as-1,product:appliances:freestanding-cookers:smeg:fs9606as-1,2690,2690,none,No change required.,
1364,Smeg,- SMEG 90CM CANOPY RANGEHOOD SHW910X2,EACH,SHW910X2,SHW910X2,rangehoods,rangehoods,brand-model:smeg:shw910x2,smeg::shw910x2,component,component,product:appliances:appliance-packs:smeg:1362,pack:appliances:smeg:smeg-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:rangehoods:smeg:shw910x2,product:appliances:rangehoods:smeg:shw910x2,1750,1750,none,No change required.,
1365,Smeg,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,DWAU6315X3,DWAU6315X3,dishwashers,dishwashers,brand-model:smeg:dwau6315x3,smeg::dwau6315x3,component,component,product:appliances:appliance-packs:smeg:1362,pack:appliances:smeg:smeg-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:smeg:dwau6315x3,product:appliances:dishwashers:smeg:dwau6315x3,1599,1599,none,No change required.,
